soil_moisture,temperature,soil_humidity,Time,air_temp,wind_speed,air_humidity,wind_gust,pressure_kpa,ph,rainfall,nitrogen,phosphorus,potassium,Status,needs_water,status_label,client_id,timestamp,hour,dayofyear
16.0,7.0,58.0,8.0,,,,,,,,,,,OFF,1.0,OFF,4.0,1970-01-01 00:00:00.000000008,0.0,1.0
63.0,37.0,21.0,89.0,18.05,8.55,96.0,17.16,101.26,,,,,,ON,0.0,ON,2.0,1970-01-01 00:00:00.000000089,0.0,1.0
12.788368561703077,39.11629024643479,16.133807854155275,,31.412212755340786,,28.028023965851226,,,7.124085679201738,3.356738330390596,83.0,37.0,38.0,,1.0,,,,22.0,1.0
54.0,13.0,31.0,51.0,,,,,,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000051,0.0,1.0
89.0,23.0,23.0,52.0,,,,,,,,,,,ON,0.0,ON,3.0,1970-01-01 00:00:00.000000052,0.0,1.0
35.38122946762342,30.25476288808493,39.29623256759897,,27.2350867167098,,49.482515209295755,,,6.691219196963031,15.92732948870033,104.0,64.0,51.0,,1.0,,,,6.0,1.0
5.0,31.0,36.0,64.0,,,,,,,,,,,ON,1.0,ON,3.0,1970-01-01 00:00:00.000000064,0.0,1.0
62.0,14.0,45.0,45.0,,,,,,,,,,,ON,0.0,ON,1.0,1970-01-01 00:00:00.000000045,0.0,1.0
63.0,14.0,32.0,21.0,,,,,,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000021,0.0,1.0
38.0,5.0,68.0,5.0,28.06,16.1,45.37,82.76,101.06,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000005,0.0,1.0
4.0,30.0,56.0,106.0,,,,,,,,,,,OFF,1.0,OFF,1.0,1970-01-01 00:00:00.000000106,0.0,1.0
67.0,30.0,38.0,1.0,,,,,,,,,,,ON,0.0,ON,2.0,1970-01-01 00:00:00.000000001,0.0,1.0
24.0,45.0,39.0,12.0,,,,,,,,,,,ON,1.0,ON,3.0,1970-01-01 00:00:00.000000012,0.0,1.0
39.0,12.0,57.0,82.0,19.12,9.37,96.0,32.47,101.04,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000082,0.0,1.0
49.0,16.0,48.0,54.0,,,,,,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000054,0.0,1.0
78.0,7.0,40.0,93.0,21.49,10.97,76.91,44.44,100.9,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000093,0.0,1.0
62.0,39.0,36.0,6.0,18.64,5.72,68.41,22.86,101.04,,,,,,ON,0.0,ON,3.0,1970-01-01 00:00:00.000000006,0.0,1.0
82.62528672021686,19.217539221780708,67.6407208757068,,20.80299533638997,,60.45506649345644,,,6.668045747164452,288.67609569137625,102.0,64.0,51.0,,0.0,,,,9.0,1.0
32.345325742672856,34.72210184297141,52.76509254436796,,31.526269241894447,,38.046453682815276,,,6.069050672342044,17.895066086530733,114.0,41.0,44.0,,1.0,,,,0.0,1.0
22.0,44.0,49.0,109.0,36.39,11.18,2.23,64.86,101.04,,,,,,OFF,1.0,OFF,3.0,1970-01-01 00:00:00.000000109,0.0,1.0
47.0,11.0,21.0,90.0,28.12,12.58,50.77,64.86,101.35,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000090,0.0,1.0
38.0,25.0,50.0,89.0,,,,,,,,,,,ON,0.0,ON,2.0,1970-01-01 00:00:00.000000089,0.0,1.0
77.0,34.0,49.0,85.0,,,,,,,,,,,ON,0.0,ON,2.0,1970-01-01 00:00:00.000000085,0.0,1.0
1.0,43.0,42.0,29.0,,,,,,,,,,,ON,1.0,ON,1.0,1970-01-01 00:00:00.000000029,0.0,1.0
45.0,0.0,47.0,17.0,,,,,,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000017,0.0,1.0
40.0,16.0,20.0,54.0,,,,,,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000054,0.0,1.0
31.0,0.0,27.0,14.0,31.6,15.88,4.54,89.01,101.3,6.225225239,116.1616839,117.0,86.0,48.0,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000014,0.0,1.0
77.0,11.0,53.0,102.0,,,,,,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000102,0.0,1.0
53.0,37.0,39.0,21.0,,,,,,,,,,,ON,0.0,ON,0.0,1970-01-01 00:00:00.000000021,0.0,1.0
73.0,6.0,21.0,8.0,21.98,12.69,81.9,46.15,100.84,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000008,0.0,1.0
52.0,10.0,64.0,10.0,,,,,,,,,,,ON,0.0,ON,3.0,1970-01-01 00:00:00.000000010,0.0,1.0
45.0,42.0,35.0,105.0,,,,,,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000105,0.0,1.0
15.0,42.0,43.0,70.0,,,,,,,,,,,ON,1.0,ON,0.0,1970-01-01 00:00:00.000000070,0.0,1.0
75.0,12.0,64.0,72.0,,,,,,,,,,,ON,0.0,ON,3.0,1970-01-01 00:00:00.000000072,0.0,1.0
17.0,6.0,46.0,24.0,,,,,,,,,,,ON,1.0,ON,1.0,1970-01-01 00:00:00.000000024,0.0,1.0
32.0,7.0,65.0,60.0,,,,,,,,,,,ON,1.0,ON,0.0,1970-01-01 00:00:00.000000060,0.0,1.0
35.0,34.0,34.0,46.0,17.45,7.16,18.92,50.0,101.11,7.033012777,51.09802625,11.0,60.0,23.0,ON,1.0,ON,3.0,1970-01-01 00:00:00.000000046,0.0,1.0
62.0,42.0,23.0,16.0,,,,,,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000016,0.0,1.0
29.0,10.0,41.0,54.0,,,,,,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000054,0.0,1.0
48.0,3.0,62.0,103.0,19.44,6.8,66.13,27.59,100.81,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000103,0.0,1.0
40.0,41.0,33.0,15.0,22.1,7.89,78.69,22.74,101.26,,,,,,ON,0.0,ON,1.0,1970-01-01 00:00:00.000000015,0.0,1.0
78.0,30.0,30.0,73.0,21.9,12.32,81.56,68.66,100.94,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000073,0.0,1.0
18.0,5.0,29.0,14.0,,,,,,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000014,0.0,1.0
76.0,41.0,51.0,3.0,,,,,,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000003,0.0,1.0
6.0,27.0,45.0,10.0,,,,,,,,,,,ON,1.0,ON,3.0,1970-01-01 00:00:00.000000010,0.0,1.0
27.0,22.0,22.0,94.0,18.49,5.94,96.0,11.44,100.86,,,,,,OFF,1.0,OFF,3.0,1970-01-01 00:00:00.000000094,0.0,1.0
43.0,25.0,47.0,24.0,27.04,16.6,53.16,75.08,100.88,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000024,0.0,1.0
20.0,32.0,26.0,2.0,,,,,,,,,,,ON,1.0,ON,0.0,1970-01-01 00:00:00.000000002,0.0,1.0
13.853800478895415,32.87815069653535,24.52765611744741,,39.83472111508979,,28.90835287860716,,,6.1492364004935585,7.914883823447575,73.0,30.0,46.0,,1.0,,,,6.0,1.0
16.0,38.0,24.0,38.0,18.93,9.18,76.61,40.0,101.06,,,,,,ON,1.0,ON,3.0,1970-01-01 00:00:00.000000038,0.0,1.0
72.0,6.0,57.0,55.0,,,,,,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000055,0.0,1.0
10.0,4.0,46.0,22.0,,,,,,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000022,0.0,1.0
62.0,9.0,42.0,40.0,,,,,,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000040,0.0,1.0
27.0,11.0,30.0,49.0,,,,,,,,,,,OFF,1.0,OFF,0.0,1970-01-01 00:00:00.000000049,0.0,1.0
22.0,10.0,42.0,107.0,36.07,11.36,32.63,57.14,101.1,,,,,,OFF,1.0,OFF,0.0,1970-01-01 00:00:00.000000107,0.0,1.0
24.0,13.0,21.0,67.0,,,,,,,,,,,OFF,1.0,OFF,1.0,1970-01-01 00:00:00.000000067,0.0,1.0
82.0,14.0,22.0,47.0,16.83,3.47,70.59,11.59,101.65,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000047,0.0,1.0
13.0,35.0,21.0,6.0,,,,,,,,,,,ON,1.0,ON,0.0,1970-01-01 00:00:00.000000006,0.0,1.0
54.0,5.0,47.0,63.0,32.84,11.2,13.62,58.04,101.26,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000063,0.0,1.0
68.0,39.0,24.0,59.0,,,,,,,,,,,ON,0.0,ON,0.0,1970-01-01 00:00:00.000000059,0.0,1.0
86.0,13.0,70.0,63.0,30.14,9.0,55.23,24.92,101.37,,,,,,ON,0.0,ON,0.0,1970-01-01 00:00:00.000000063,0.0,1.0
39.0,43.0,20.0,47.0,,,,,,,,,,,ON,0.0,ON,0.0,1970-01-01 00:00:00.000000047,0.0,1.0
71.0,44.0,22.0,67.0,,,,,,,,,,,ON,0.0,ON,4.0,1970-01-01 00:00:00.000000067,0.0,1.0
39.0,20.0,49.0,79.0,,,,,,,,,,,ON,0.0,ON,4.0,1970-01-01 00:00:00.000000079,0.0,1.0
9.61829573024374,42.56296251114083,25.362144437790782,,32.1415373649515,,20.03336282588562,,,6.326837069440116,2.719545593981987,63.0,50.0,69.0,,1.0,,,,5.0,1.0
21.359689264312564,25.0925156593096,50.79440491454294,,31.733746254017365,,59.6398233421898,,,6.570653704337973,40.70156155958948,103.0,60.0,50.0,,1.0,,,,6.0,1.0
77.0,19.0,70.0,44.0,,,,,,,,,,,ON,0.0,ON,2.0,1970-01-01 00:00:00.000000044,0.0,1.0
33.02304901270959,31.202333700962573,44.18498171964857,,30.98074248572797,,48.254732596908504,,,6.602176511418558,45.399833071477296,79.0,63.0,61.0,,1.0,,,,22.0,1.0
50.0,36.0,34.0,51.0,41.92,10.12,29.33,23.76,100.96,,,,,,ON,1.0,ON,0.0,1970-01-01 00:00:00.000000051,0.0,1.0
60.0,12.0,51.0,94.0,,,,,,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000094,0.0,1.0
13.0,15.0,51.0,22.0,17.92,8.64,96.0,19.54,101.38,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000022,0.0,1.0
79.0,16.0,46.0,1.0,,,,,,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000001,0.0,1.0
51.0,41.0,21.0,29.0,,,,,,,,,,,ON,0.0,ON,2.0,1970-01-01 00:00:00.000000029,0.0,1.0
40.0,9.0,66.0,54.0,19.37,7.76,89.82,29.67,101.2,,,,,,ON,0.0,ON,4.0,1970-01-01 00:00:00.000000054,0.0,1.0
26.82778402641107,35.235226397267795,33.22572242097671,,29.83147456465261,,39.07278560977647,,,7.450507942857032,8.95672270409156,71.0,40.0,60.0,,1.0,,,,10.0,1.0
14.0,14.0,31.0,38.0,,,,,,,,,,,ON,1.0,ON,0.0,1970-01-01 00:00:00.000000038,0.0,1.0
40.0,7.0,41.0,99.0,,,,,,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000099,0.0,1.0
77.0,5.0,30.0,79.0,18.28,7.52,54.84,44.97,101.61,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000079,0.0,1.0
27.0,5.0,36.0,108.0,,,,,,,,,,,OFF,1.0,OFF,1.0,1970-01-01 00:00:00.000000108,0.0,1.0
42.0,41.0,53.0,86.0,,,,,,,,,,,ON,0.0,ON,4.0,1970-01-01 00:00:00.000000086,0.0,1.0
3.0,25.0,33.0,57.0,,,,,,,,,,,ON,1.0,ON,3.0,1970-01-01 00:00:00.000000057,0.0,1.0
31.0,26.0,67.0,16.0,,,,,,,,,,,ON,1.0,ON,2.0,1970-01-01 00:00:00.000000016,0.0,1.0
51.0,22.0,64.0,30.0,,,,,,,,,,,ON,0.0,ON,4.0,1970-01-01 00:00:00.000000030,0.0,1.0
60.0,37.0,65.0,20.0,,,,,,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000020,0.0,1.0
15.0,13.0,69.0,78.0,,,,,,,,,,,ON,1.0,ON,1.0,1970-01-01 00:00:00.000000078,0.0,1.0
54.0,5.0,24.0,47.0,18.32,8.6,96.0,57.14,101.1,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000047,0.0,1.0
57.0,3.0,38.0,12.0,,,,,,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000012,0.0,1.0
50.0,19.0,47.0,65.0,,,,,,,,,,,ON,0.0,ON,1.0,1970-01-01 00:00:00.000000065,0.0,1.0
34.0,38.0,43.0,9.0,,,,,,,,,,,ON,1.0,ON,2.0,1970-01-01 00:00:00.000000009,0.0,1.0
25.0,5.0,40.0,86.0,,,,,,,,,,,OFF,1.0,OFF,2.0,1970-01-01 00:00:00.000000086,0.0,1.0
88.0,35.0,21.0,22.0,22.26,12.39,66.74,70.59,100.99,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000022,0.0,1.0
76.0,45.0,42.0,7.0,21.83,11.88,78.36,51.06,101.02,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000007,0.0,1.0
76.0,39.0,41.0,96.0,18.93,6.2,67.53,14.33,101.41,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000096,0.0,1.0
21.0,33.0,57.0,110.0,,,,,,,,,,,OFF,1.0,OFF,1.0,1970-01-01 00:00:00.000000110,0.0,1.0
44.0,12.0,69.0,66.0,,,,,,,,,,,ON,0.0,ON,1.0,1970-01-01 00:00:00.000000066,0.0,1.0
33.0,37.0,69.0,31.0,,,,,,,,,,,ON,1.0,ON,2.0,1970-01-01 00:00:00.000000031,0.0,1.0
38.0,42.0,53.0,80.0,,,,,,,,,,,ON,0.0,ON,3.0,1970-01-01 00:00:00.000000080,0.0,1.0
41.0,19.0,46.0,58.0,22.97,4.92,45.15,20.34,101.16,,,,,,ON,0.0,ON,4.0,1970-01-01 00:00:00.000000058,0.0,1.0
10.0,11.0,55.0,43.0,,,,,,,,,,,ON,1.0,ON,2.0,1970-01-01 00:00:00.000000043,0.0,1.0
12.0,18.0,57.0,100.0,23.31,15.66,52.56,58.68,101.13,,,,,,OFF,1.0,OFF,3.0,1970-01-01 00:00:00.000000100,0.0,1.0
75.0,6.0,56.0,7.0,,,,,,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000007,0.0,1.0
23.0,30.0,56.0,35.0,,,,,,,,,,,ON,1.0,ON,0.0,1970-01-01 00:00:00.000000035,0.0,1.0
75.0,10.0,62.0,60.0,19.96,11.37,77.84,66.67,100.92,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000060,0.0,1.0
90.0,30.0,48.0,92.0,,,,,,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000092,0.0,1.0
9.0,6.0,34.0,56.0,,,,,,,,,,,ON,1.0,ON,3.0,1970-01-01 00:00:00.000000056,0.0,1.0
44.0,25.0,45.0,85.0,,,,,,,,,,,ON,0.0,ON,3.0,1970-01-01 00:00:00.000000085,0.0,1.0
35.0,33.0,61.0,67.0,,,,,,,,,,,ON,0.0,ON,4.0,1970-01-01 00:00:00.000000067,0.0,1.0
59.0,24.0,45.0,61.0,18.4,9.22,96.0,20.07,100.93,,,,,,ON,0.0,ON,2.0,1970-01-01 00:00:00.000000061,0.0,1.0
87.0,19.0,45.0,14.0,,,,,,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000014,0.0,1.0
32.0,34.0,57.0,67.0,27.45,21.93,61.85,82.76,101.18,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000067,0.0,1.0
46.0,37.0,56.0,9.0,,,,,,,,,,,ON,0.0,ON,0.0,1970-01-01 00:00:00.000000009,0.0,1.0
90.0,35.0,64.0,42.0,,,,,,,,,,,ON,0.0,ON,4.0,1970-01-01 00:00:00.000000042,0.0,1.0
76.0,41.0,44.0,21.0,17.51,8.23,96.0,35.88,101.01,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000021,0.0,1.0
41.0,0.0,37.0,7.0,,,,,,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000007,0.0,1.0
47.0,22.0,67.0,104.0,,,,,,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000104,0.0,1.0
9.0,32.0,38.0,51.0,,,,,,,,,,,ON,1.0,ON,1.0,1970-01-01 00:00:00.000000051,0.0,1.0
79.0,2.0,59.0,46.0,,,,,,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000046,0.0,1.0
61.0,29.0,25.0,21.0,26.54,8.82,12.56,40.47,101.46,7.046607434,91.6389565,103.0,51.0,20.0,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000021,0.0,1.0
82.73955682144779,18.622898384315388,90.91258550210253,,26.11346301577703,,92.68748628093547,,,6.840859056326723,282.42312638456343,129.0,63.0,48.0,,0.0,,,,14.0,1.0
54.0,13.0,28.0,104.0,,,,,,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000104,0.0,1.0
78.0,39.0,42.0,49.0,22.26,8.08,46.02,42.95,101.32,,,,,,ON,0.0,ON,0.0,1970-01-01 00:00:00.000000049,0.0,1.0
5.0,4.0,59.0,33.0,20.1,6.76,42.62,46.22,101.16,,,,,,ON,1.0,ON,3.0,1970-01-01 00:00:00.000000033,0.0,1.0
85.0,12.0,40.0,6.0,,,,,,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000006,0.0,1.0
70.0,9.0,21.0,107.0,,,,,,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000107,0.0,1.0
32.0,31.0,40.0,93.0,,,,,,,,,,,OFF,1.0,OFF,3.0,1970-01-01 00:00:00.000000093,0.0,1.0
69.0,0.0,43.0,11.0,,,,,,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000011,0.0,1.0
31.0,8.0,24.0,90.0,,,,,,,,,,,OFF,1.0,OFF,3.0,1970-01-01 00:00:00.000000090,0.0,1.0
46.0,3.0,22.0,24.0,,,,,,,,,,,ON,0.0,ON,0.0,1970-01-01 00:00:00.000000024,0.0,1.0
22.0,12.0,30.0,77.0,17.27,5.31,96.0,20.69,100.69,,,,,,OFF,1.0,OFF,2.0,1970-01-01 00:00:00.000000077,0.0,1.0
62.0,7.0,32.0,63.0,,,,,,,,,,,ON,0.0,ON,4.0,1970-01-01 00:00:00.000000063,0.0,1.0
60.0,4.0,68.0,91.0,,,,,,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000091,0.0,1.0
61.0,20.0,20.0,63.0,18.59,6.32,76.42,15.34,101.18,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000063,0.0,1.0
22.0,17.0,34.0,47.0,,,,,,,,,,,ON,1.0,ON,3.0,1970-01-01 00:00:00.000000047,0.0,1.0
32.0,0.0,41.0,23.0,,,,,,,,,,,OFF,1.0,OFF,0.0,1970-01-01 00:00:00.000000023,0.0,1.0
68.24270079529352,26.97324488277178,60.59282031889953,,26.3256731868331,,54.935841353467545,,,6.784675797286463,96.0589973783681,85.0,45.0,66.0,,0.0,,,,3.0,1.0
88.0,14.0,37.0,27.0,24.16,21.9,54.27,82.76,101.05,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000027,0.0,1.0
31.0,37.0,28.0,69.0,,,,,,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000069,0.0,1.0
23.0,34.0,22.0,59.0,,,,,,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000059,0.0,1.0
29.0,18.0,36.0,90.0,32.84,14.98,26.2,55.84,100.85,,,,,,ON,1.0,ON,3.0,1970-01-01 00:00:00.000000090,0.0,1.0
19.0,36.0,51.0,70.0,39.86,5.97,18.88,15.22,101.16,,,,,,ON,1.0,ON,1.0,1970-01-01 00:00:00.000000070,0.0,1.0
70.0,23.0,23.0,54.0,,,,,,,,,,,ON,0.0,ON,4.0,1970-01-01 00:00:00.000000054,0.0,1.0
78.0,23.0,41.0,46.0,,,,,,,,,,,ON,0.0,ON,3.0,1970-01-01 00:00:00.000000046,0.0,1.0
63.0,19.0,61.0,48.0,,,,,,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000048,0.0,1.0
51.0,43.0,22.0,54.0,39.57,17.56,1.64,68.8,101.21,,,,,,ON,1.0,ON,0.0,1970-01-01 00:00:00.000000054,0.0,1.0
54.0,43.0,60.0,20.0,,,,,,,,,,,ON,0.0,ON,2.0,1970-01-01 00:00:00.000000020,0.0,1.0
73.0,10.0,23.0,21.0,38.02,10.8,3.65,68.57,101.44,6.439071996,62.50351892,87.0,60.0,23.0,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000021,0.0,1.0
56.0,11.0,53.0,81.0,,,,,,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000081,0.0,1.0
28.192563324797682,33.4616877319786,39.334652613683545,,31.078321623671837,,39.15214912438047,,,6.826782539311722,37.73905954206848,85.0,49.0,39.0,,1.0,,,,13.0,1.0
4.0,38.0,57.0,62.0,,,,,,,,,,,ON,1.0,ON,3.0,1970-01-01 00:00:00.000000062,0.0,1.0
27.0,4.0,22.0,50.0,,,,,,,,,,,OFF,1.0,OFF,2.0,1970-01-01 00:00:00.000000050,0.0,1.0
45.0,42.0,35.0,2.0,19.85,6.34,29.45,24.0,101.25,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000002,0.0,1.0
14.0,17.0,37.0,104.0,21.05,7.32,73.85,22.22,101.35,,,,,,OFF,1.0,OFF,0.0,1970-01-01 00:00:00.000000104,0.0,1.0
75.0,37.0,23.0,42.0,,,,,,,,,,,ON,0.0,ON,0.0,1970-01-01 00:00:00.000000042,0.0,1.0
36.0,31.0,62.0,47.0,18.54,5.94,96.0,11.06,100.86,,,,,,ON,0.0,ON,2.0,1970-01-01 00:00:00.000000047,0.0,1.0
37.0,0.0,45.0,87.0,,,,,,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000087,0.0,1.0
81.0,29.0,23.0,30.0,27.07,15.71,60.1,77.42,101.28,,,,,,OFF,0.0,OFF,0.0,1970-01-01 00:00:00.000000030,0.0,1.0
41.0,20.0,58.0,104.0,34.64,9.78,26.57,45.28,101.01,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000104,0.0,1.0
39.0,26.0,45.0,57.0,,,,,,,,,,,ON,0.0,ON,3.0,1970-01-01 00:00:00.000000057,0.0,1.0
74.0,8.0,41.0,61.0,,,,,,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000061,0.0,1.0
30.0,7.0,32.0,25.0,,,,,,,,,,,ON,1.0,ON,1.0,1970-01-01 00:00:00.000000025,0.0,1.0
76.0,0.0,31.0,101.0,,,,,,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000101,0.0,1.0
18.0,9.0,69.0,109.0,,,,,,,,,,,OFF,1.0,OFF,1.0,1970-01-01 00:00:00.000000109,0.0,1.0
28.0,8.0,36.0,74.0,16.68,4.24,96.0,8.16,101.2,,,,,,ON,1.0,ON,1.0,1970-01-01 00:00:00.000000074,0.0,1.0
22.0,25.0,27.0,11.0,,,,,,,,,,,ON,1.0,ON,1.0,1970-01-01 00:00:00.000000011,0.0,1.0
27.0,15.0,49.0,39.0,,,,,,,,,,,ON,1.0,ON,3.0,1970-01-01 00:00:00.000000039,0.0,1.0
24.0,19.0,27.0,94.0,,,,,,,,,,,OFF,1.0,OFF,0.0,1970-01-01 00:00:00.000000094,0.0,1.0
49.0,5.0,33.0,40.0,29.75,10.85,44.76,58.54,101.33,,,,,,ON,0.0,ON,1.0,1970-01-01 00:00:00.000000040,0.0,1.0
56.0,33.0,64.0,57.0,,,,,,,,,,,ON,0.0,ON,4.0,1970-01-01 00:00:00.000000057,0.0,1.0
30.0,23.0,67.0,20.0,,,,,,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000020,0.0,1.0
90.0,30.0,61.0,105.0,18.0,9.35,92.48,19.83,101.22,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000105,0.0,1.0
37.0,45.0,25.0,39.0,,,,,,,,,,,ON,0.0,ON,3.0,1970-01-01 00:00:00.000000039,0.0,1.0
30.0,10.0,70.0,25.0,,,,,,,,,,,ON,1.0,ON,3.0,1970-01-01 00:00:00.000000025,0.0,1.0
37.0526446554308,27.100385342048284,40.02031110789374,,27.67244100297209,,38.379011676403685,,,6.610402461953493,32.45876742418835,112.0,47.0,37.0,,1.0,,,,15.0,1.0
15.0,19.0,58.0,69.0,,,,,,,,,,,ON,1.0,ON,2.0,1970-01-01 00:00:00.000000069,0.0,1.0
14.0,12.0,56.0,12.0,27.66,8.85,50.74,24.38,101.41,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000012,0.0,1.0
12.0,12.0,30.0,86.0,,,,,,,,,,,ON,1.0,ON,2.0,1970-01-01 00:00:00.000000086,0.0,1.0
5.0,15.0,44.0,18.0,,,,,,,,,,,ON,1.0,ON,0.0,1970-01-01 00:00:00.000000018,0.0,1.0
5.0,33.0,49.0,81.0,18.02,9.32,96.0,18.19,101.33,,,,,,ON,1.0,ON,2.0,1970-01-01 00:00:00.000000081,0.0,1.0
9.0,9.0,47.0,35.0,,,,,,,,,,,OFF,1.0,OFF,1.0,1970-01-01 00:00:00.000000035,0.0,1.0
59.0,45.0,42.0,23.0,,,,,,,,,,,ON,0.0,ON,4.0,1970-01-01 00:00:00.000000023,0.0,1.0
83.0,31.0,50.0,23.0,,,,,,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000023,0.0,1.0
46.0,35.0,57.0,91.0,,,,,,,,,,,OFF,0.0,OFF,3.0,1970-01-01 00:00:00.000000091,0.0,1.0
23.0,35.0,66.0,82.0,,,,,,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000082,0.0,1.0
8.0,19.0,43.0,87.0,,,,,,,,,,,ON,1.0,ON,4.0,1970-01-01 00:00:00.000000087,0.0,1.0
3.0,40.0,55.0,1.0,36.62,15.31,4.18,100.96,101.32,,,,,,ON,1.0,ON,3.0,1970-01-01 00:00:00.000000001,0.0,1.0
87.0,35.0,21.0,41.0,23.18,12.0,70.4,55.98,100.78,,,,,,ON,0.0,ON,1.0,1970-01-01 00:00:00.000000041,0.0,1.0
50.0,31.0,42.0,6.0,,,,,,,,,,,ON,0.0,ON,3.0,1970-01-01 00:00:00.000000006,0.0,1.0
12.0,45.0,40.0,6.0,,,,,,,,,,,ON,1.0,ON,2.0,1970-01-01 00:00:00.000000006,0.0,1.0
56.0,4.0,67.0,8.0,,,,,,,,,,,OFF,0.0,OFF,2.0,1970-01-01 00:00:00.000000008,0.0,1.0
2.0,33.0,40.0,27.0,,,,,,,,,,,ON,1.0,ON,2.0,1970-01-01 00:00:00.000000027,0.0,1.0
40.0,1.0,69.0,8.0,,,,,,,,,,,OFF,0.0,OFF,4.0,1970-01-01 00:00:00.000000008,0.0,1.0
84.0,38.0,61.0,95.0,,,,,,,,,,,OFF,0.0,OFF,1.0,1970-01-01 00:00:00.000000095,0.0,1.0
